name,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url
벨라모아 LEVEL 23 HP 500 EXP 42,https://mapledb.kr/search.php?q=2100105&t=mob,round,cute,5,3,5,벨라모아 LEVEL 23 HP 500 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
귀마개 프릴드 LEVEL 24 HP 550 EXP 45,https://mapledb.kr/search.php?q=2100106&t=mob,round,cute,5,3,5,귀마개 프릴드 LEVEL 24 HP 550 EXP 45의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
목도리 프릴드 LEVEL 27 HP 700 EXP 50,https://mapledb.kr/search.php?q=2100107&t=mob,round,cute,5,3,5,목도리 프릴드 LEVEL 27 HP 700 EXP 50의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
미요캐츠 LEVEL 29 HP 780 EXP 58,https://mapledb.kr/search.php?q=2100108&t=mob,round,cute,5,3,5,미요캐츠 LEVEL 29 HP 780 EXP 58의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
뿔버섯 LEVEL 22 HP 300 EXP 35,https://mapledb.kr/search.php?q=2110200&t=mob,round,cute,5,3,5,뿔버섯 LEVEL 22 HP 300 EXP 35의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
모래 두더지 LEVEL 24 HP 600 EXP 55,https://mapledb.kr/search.php?q=2110300&t=mob,round,cute,5,3,5,모래 두더지 LEVEL 24 HP 600 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
스콜피언 LEVEL 29 HP 780 EXP 58,https://mapledb.kr/search.php?q=2110301&t=mob,round,cute,5,3,5,스콜피언 LEVEL 29 HP 780 EXP 58의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
다크 엑스텀프 LEVEL 10 HP 550 EXP 38,https://mapledb.kr/search.php?q=2130100&t=mob,round,cute,5,3,5,다크 엑스텀프 LEVEL 10 HP 550 EXP 38의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
주니어 네키 LEVEL 21 HP 285 EXP 38,https://mapledb.kr/search.php?q=2130103&t=mob,round,cute,5,3,5,주니어 네키 LEVEL 21 HP 285 EXP 38의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마노 LEVEL 20 HP 2,000 EXP 120",https://mapledb.kr/search.php?q=2220000&t=mob,round,cute,5,3,5,"마노 LEVEL 20 HP 2,000 EXP 120의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
파란버섯 LEVEL 20 HP 350 EXP 32,https://mapledb.kr/search.php?q=2220100&t=mob,round,cute,5,3,5,파란버섯 LEVEL 20 HP 350 EXP 32의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
이블아이 LEVEL 27 HP 720 EXP 50,https://mapledb.kr/search.php?q=2230100&t=mob,round,cute,5,3,5,이블아이 LEVEL 27 HP 720 EXP 50의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
좀비버섯 LEVEL 24 HP 500 EXP 42,https://mapledb.kr/search.php?q=2230101&t=mob,round,cute,5,3,5,좀비버섯 LEVEL 24 HP 500 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
와일드보어 LEVEL 25 HP 550 EXP 42,https://mapledb.kr/search.php?q=2230102&t=mob,round,cute,5,3,5,와일드보어 LEVEL 25 HP 550 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
트릭스터 LEVEL 23 HP 450 EXP 42,https://mapledb.kr/search.php?q=2230103&t=mob,round,cute,5,3,5,트릭스터 LEVEL 23 HP 450 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
그린 트릭스터 LEVEL 28 HP 780 EXP 55,https://mapledb.kr/search.php?q=2230104&t=mob,round,cute,5,3,5,그린 트릭스터 LEVEL 28 HP 780 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
씨클 LEVEL 23 HP 500 EXP 42,https://mapledb.kr/search.php?q=2230105&t=mob,round,cute,5,3,5,씨클 LEVEL 23 HP 500 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
씨코 LEVEL 25 HP 550 EXP 42,https://mapledb.kr/search.php?q=2230106&t=mob,round,cute,5,3,5,씨코 LEVEL 25 HP 550 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
크라피 LEVEL 24 HP 500 EXP 45,https://mapledb.kr/search.php?q=2230107&t=mob,round,cute,5,3,5,크라피 LEVEL 24 HP 500 EXP 45의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
핀붐 LEVEL 22 HP 400 EXP 36,https://mapledb.kr/search.php?q=2230108&t=mob,round,cute,5,3,5,핀붐 LEVEL 22 HP 400 EXP 36의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
버블피쉬 LEVEL 28 HP 740 EXP 52,https://mapledb.kr/search.php?q=2230109&t=mob,round,cute,5,3,5,버블피쉬 LEVEL 28 HP 740 EXP 52의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
우드 마스크 LEVEL 23 HP 500 EXP 42,https://mapledb.kr/search.php?q=2230110&t=mob,round,cute,5,3,5,우드 마스크 LEVEL 23 HP 500 EXP 42의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
스톤 마스크 LEVEL 24 HP 600 EXP 45,https://mapledb.kr/search.php?q=2230111&t=mob,round,cute,5,3,5,스톤 마스크 LEVEL 24 HP 600 EXP 45의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
플라워 피쉬 LEVEL 29 HP 790 EXP 58,https://mapledb.kr/search.php?q=2230200&t=mob,round,cute,5,3,5,플라워 피쉬 LEVEL 29 HP 790 EXP 58의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
스티지 LEVEL 20 HP 300 EXP 33,https://mapledb.kr/search.php?q=2300100&t=mob,round,cute,5,3,5,스티지 LEVEL 20 HP 300 EXP 33의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
스톤볼 LEVEL 30 HP 900 EXP 55,https://mapledb.kr/search.php?q=3000000&t=mob,round,cute,5,3,5,스톤볼 LEVEL 30 HP 900 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
페어리 LEVEL 30 HP 800 EXP 120,https://mapledb.kr/search.php?q=3000001&t=mob,round,cute,5,3,5,페어리 LEVEL 30 HP 800 EXP 120의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
브라운테니 LEVEL 30 HP 950 EXP 60,https://mapledb.kr/search.php?q=3000005&t=mob,round,cute,5,3,5,브라운테니 LEVEL 30 HP 950 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
크립 LEVEL 30 HP 900 EXP 55,https://mapledb.kr/search.php?q=3000006&t=mob,round,cute,5,3,5,크립 LEVEL 30 HP 900 EXP 55의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"모래난쟁이 LEVEL 32 HP 1,000 EXP 60",https://mapledb.kr/search.php?q=3100101&t=mob,round,cute,5,3,5,"모래난쟁이 LEVEL 32 HP 1,000 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
키요 LEVEL 30 HP 870 EXP 60,https://mapledb.kr/search.php?q=3100102&t=mob,round,cute,5,3,5,키요 LEVEL 30 HP 870 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"리게이터 LEVEL 32 HP 1,200 EXP 60",https://mapledb.kr/search.php?q=3110100&t=mob,round,cute,5,3,5,"리게이터 LEVEL 32 HP 1,200 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"핑크테니 LEVEL 32 HP 1,050 EXP 65",https://mapledb.kr/search.php?q=3110101&t=mob,round,cute,5,3,5,"핑크테니 LEVEL 32 HP 1,050 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"라츠 LEVEL 32 HP 1,000 EXP 65",https://mapledb.kr/search.php?q=3110102&t=mob,round,cute,5,3,5,"라츠 LEVEL 32 HP 1,000 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"큐브슬라임 LEVEL 32 HP 1,000 EXP 62",https://mapledb.kr/search.php?q=3110300&t=mob,round,cute,5,3,5,"큐브슬라임 LEVEL 32 HP 1,000 EXP 62의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"붉은 모래난쟁이 LEVEL 32 HP 1,000 EXP 62",https://mapledb.kr/search.php?q=3110301&t=mob,round,cute,5,3,5,"붉은 모래난쟁이 LEVEL 32 HP 1,000 EXP 62의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"루모 LEVEL 35 HP 1,400 EXP 75",https://mapledb.kr/search.php?q=3110302&t=mob,round,cute,5,3,5,"루모 LEVEL 35 HP 1,400 EXP 75의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"트리플 루모 LEVEL 38 HP 1,850 EXP 85",https://mapledb.kr/search.php?q=3110303&t=mob,round,cute,5,3,5,"트리플 루모 LEVEL 38 HP 1,850 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"파이어보어 LEVEL 32 HP 1,000 EXP 60",https://mapledb.kr/search.php?q=3210100&t=mob,round,cute,5,3,5,"파이어보어 LEVEL 32 HP 1,000 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 샐리온 LEVEL 33 HP 1,100 EXP 65",https://mapledb.kr/search.php?q=3210200&t=mob,round,cute,5,3,5,"주니어 샐리온 LEVEL 33 HP 1,100 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 라이오너 LEVEL 33 HP 1,100 EXP 65",https://mapledb.kr/search.php?q=3210201&t=mob,round,cute,5,3,5,"주니어 라이오너 LEVEL 33 HP 1,100 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 그류핀 LEVEL 33 HP 1,100 EXP 65",https://mapledb.kr/search.php?q=3210202&t=mob,round,cute,5,3,5,"주니어 그류핀 LEVEL 33 HP 1,100 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"팬더테니 LEVEL 36 HP 1,400 EXP 77",https://mapledb.kr/search.php?q=3210203&t=mob,round,cute,5,3,5,"팬더테니 LEVEL 36 HP 1,400 EXP 77의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"더키 패밀리 LEVEL 34 HP 1,200 EXP 70",https://mapledb.kr/search.php?q=3210204&t=mob,round,cute,5,3,5,"더키 패밀리 LEVEL 34 HP 1,200 EXP 70의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"블랙 라츠 LEVEL 34 HP 1,150 EXP 70",https://mapledb.kr/search.php?q=3210205&t=mob,round,cute,5,3,5,"블랙 라츠 LEVEL 34 HP 1,150 EXP 70의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"치크세이버 LEVEL 36 HP 1,350 EXP 77",https://mapledb.kr/search.php?q=3210206&t=mob,round,cute,5,3,5,"치크세이버 LEVEL 36 HP 1,350 EXP 77의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"티키 LEVEL 34 HP 1,100 EXP 70",https://mapledb.kr/search.php?q=3210207&t=mob,round,cute,5,3,5,"티키 LEVEL 34 HP 1,100 EXP 70의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"레츠 LEVEL 36 HP 1,400 EXP 78",https://mapledb.kr/search.php?q=3210208&t=mob,round,cute,5,3,5,"레츠 LEVEL 36 HP 1,400 EXP 78의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스쿠버 페페 LEVEL 36 HP 1,430 EXP 80",https://mapledb.kr/search.php?q=3210450&t=mob,round,cute,5,3,5,"스쿠버 페페 LEVEL 36 HP 1,430 EXP 80의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"루팡 LEVEL 37 HP 1,500 EXP 77",https://mapledb.kr/search.php?q=3210800&t=mob,round,cute,5,3,5,"루팡 LEVEL 37 HP 1,500 EXP 77의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스텀피 LEVEL 35 HP 7,000 EXP 405",https://mapledb.kr/search.php?q=3220000&t=mob,round,cute,5,3,5,"스텀피 LEVEL 35 HP 7,000 EXP 405의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"데우 LEVEL 38 HP 7,700 EXP 445",https://mapledb.kr/search.php?q=3220001&t=mob,round,cute,5,3,5,"데우 LEVEL 38 HP 7,700 EXP 445의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"커즈아이 LEVEL 35 HP 1,250 EXP 70",https://mapledb.kr/search.php?q=3230100&t=mob,round,cute,5,3,5,"커즈아이 LEVEL 35 HP 1,250 EXP 70의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 레이스 LEVEL 35 HP 1,200 EXP 70",https://mapledb.kr/search.php?q=3230101&t=mob,round,cute,5,3,5,"주니어 레이스 LEVEL 35 HP 1,200 EXP 70의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"로랑 LEVEL 37 HP 1,950 EXP 80",https://mapledb.kr/search.php?q=3230102&t=mob,round,cute,5,3,5,"로랑 LEVEL 37 HP 1,950 EXP 80의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"킹 블록퍼스 LEVEL 38 HP 1,850 EXP 85",https://mapledb.kr/search.php?q=3230103&t=mob,round,cute,5,3,5,"킹 블록퍼스 LEVEL 38 HP 1,850 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"마스크피쉬 LEVEL 32 HP 1,000 EXP 65",https://mapledb.kr/search.php?q=3230104&t=mob,round,cute,5,3,5,"마스크피쉬 LEVEL 32 HP 1,000 EXP 65의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스타픽시 LEVEL 35 HP 1,300 EXP 72",https://mapledb.kr/search.php?q=3230200&t=mob,round,cute,5,3,5,"스타픽시 LEVEL 35 HP 1,300 EXP 72의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 부기 LEVEL 35 HP 1,700 EXP 150",https://mapledb.kr/search.php?q=3230300&t=mob,round,cute,5,3,5,"주니어 부기 LEVEL 35 HP 1,700 EXP 150의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"블록퍼스 LEVEL 35 HP 1,300 EXP 72",https://mapledb.kr/search.php?q=3230302&t=mob,round,cute,5,3,5,"블록퍼스 LEVEL 35 HP 1,300 EXP 72의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"핑크세이버 LEVEL 37 HP 1,700 EXP 82",https://mapledb.kr/search.php?q=3230303&t=mob,round,cute,5,3,5,"핑크세이버 LEVEL 37 HP 1,700 EXP 82의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"스카이세이버 LEVEL 38 HP 1,830 EXP 85",https://mapledb.kr/search.php?q=3230304&t=mob,round,cute,5,3,5,"스카이세이버 LEVEL 38 HP 1,830 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"장난감 목마 LEVEL 39 HP 1,920 EXP 92",https://mapledb.kr/search.php?q=3230305&t=mob,round,cute,5,3,5,"장난감 목마 LEVEL 39 HP 1,920 EXP 92의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"크로노스 LEVEL 37 HP 1,750 EXP 82",https://mapledb.kr/search.php?q=3230306&t=mob,round,cute,5,3,5,"크로노스 LEVEL 37 HP 1,750 EXP 82의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
처프 LEVEL 31 HP 800 EXP 62,https://mapledb.kr/search.php?q=3230307&t=mob,round,cute,5,3,5,처프 LEVEL 31 HP 800 EXP 62의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"트위터 LEVEL 39 HP 1,900 EXP 85",https://mapledb.kr/search.php?q=3230308&t=mob,round,cute,5,3,5,"트위터 LEVEL 39 HP 1,900 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
북치는 토끼 LEVEL 30 HP 950 EXP 60,https://mapledb.kr/search.php?q=3230400&t=mob,round,cute,5,3,5,북치는 토끼 LEVEL 30 HP 950 EXP 60의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"주니어 씰 LEVEL 38 HP 1,850 EXP 85",https://mapledb.kr/search.php?q=3230405&t=mob,round,cute,5,3,5,"주니어 씰 LEVEL 38 HP 1,850 EXP 85의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"아이언 호그(히든) LEVEL 42 HP 2,200 EXP 99",https://mapledb.kr/search.php?q=4090000&t=mob,round,cute,5,3,5,"아이언 호그(히든) LEVEL 42 HP 2,200 EXP 99의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"아이언 뮤테 LEVEL 42 HP 2,400 EXP 102",https://mapledb.kr/search.php?q=4110300&t=mob,round,cute,5,3,5,"아이언 뮤테 LEVEL 42 HP 2,400 EXP 102의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"강화된 아이언 뮤테 LEVEL 45 HP 2,550 EXP 110",https://mapledb.kr/search.php?q=4110301&t=mob,round,cute,5,3,5,"강화된 아이언 뮤테 LEVEL 45 HP 2,550 EXP 110의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"미스릴 뮤테 LEVEL 47 HP 2,750 EXP 117",https://mapledb.kr/search.php?q=4110302&t=mob,round,cute,5,3,5,"미스릴 뮤테 LEVEL 47 HP 2,750 EXP 117의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
"카파 드레이크 LEVEL 45 HP 2,700 EXP 105",https://mapledb.kr/search.php?q=4130100&t=mob,round,cute,5,3,5,"카파 드레이크 LEVEL 45 HP 2,700 EXP 105의 외형과 분위기를 기반으로 한 메이플 몬스터 후보",https://maplestory.io/api/gms/62/mob/100100/icon?resize=2
